cell_id,centroid_lat,centroid_lon,suitability_score,rank,confidence,contrib_wind_speed,contrib_dist_transmission_km,contrib_demand_proxy,contrib_dist_substation_km,contrib_slope_deg,contrib_inside_rez
S28.236_E141.886,-28.236250000000005,141.88625000000002,,,medium,,,,,,
S28.236_E141.936,-28.236250000000005,141.93625000000003,,,medium,,,,,,
S28.236_E141.986,-28.236250000000005,141.98625,,,medium,,,,,,
S28.236_E142.036,-28.236250000000005,142.03625000000002,,,medium,,,,,,
S28.236_E142.086,-28.236250000000005,142.08625000000004,,,medium,,,,,,
S28.236_E142.136,-28.236250000000005,142.13625000000002,,,medium,,,,,,
S28.236_E142.186,-28.236250000000005,142.18625000000003,,,medium,,,,,,
S28.236_E142.236,-28.236250000000005,142.23625,,,medium,,,,,,
S28.236_E142.286,-28.236250000000005,142.28625000000002,,,medium,,,,,,
S28.236_E142.336,-28.236250000000005,142.33625000000004,,,medium,,,,,,
S28.236_E142.386,-28.236250000000005,142.38625000000002,,,medium,,,,,,
S28.236_E142.436,-28.236250000000005,142.43625000000003,,,medium,,,,,,
S28.236_E142.486,-28.236250000000005,142.48625,,,medium,,,,,,
S28.236_E142.536,-28.236250000000005,142.53625000000002,,,medium,,,,,,
S28.236_E142.586,-28.236250000000005,142.58625000000004,,,medium,,,,,,
S28.236_E142.636,-28.236250000000005,142.63625000000002,,,medium,,,,,,
S28.236_E142.686,-28.236250000000005,142.68625000000003,,,medium,,,,,,
S28.236_E142.736,-28.236250000000005,142.73625,,,medium,,,,,,
S28.236_E142.786,-28.236250000000005,142.78625000000002,,,medium,,,,,,
S28.236_E142.836,-28.236250000000005,142.83625000000004,,,medium,,,,,,
S28.236_E142.886,-28.236250000000005,142.88625000000002,,,medium,,,,,,
S28.236_E142.936,-28.236250000000005,142.93625000000003,,,medium,,,,,,
S28.236_E142.986,-28.236250000000005,142.98625,,,medium,,,,,,
S28.236_E143.036,-28.236250000000005,143.03625000000002,,,medium,,,,,,
S28.236_E143.086,-28.236250000000005,143.08625000000004,,,medium,,,,,,
S28.236_E143.136,-28.236250000000005,143.13625000000002,,,medium,,,,,,
S28.236_E143.186,-28.236250000000005,143.18625000000003,,,medium,,,,,,
S28.236_E143.236,-28.236250000000005,143.23625,,,medium,,,,,,
S28.236_E143.286,-28.236250000000005,143.28625000000002,,,medium,,,,,,
S28.236_E143.336,-28.236250000000005,143.33625000000004,,,medium,,,,,,
S28.236_E143.386,-28.236250000000005,143.38625000000002,,,medium,,,,,,
S28.236_E143.436,-28.236250000000005,143.43625000000003,,,medium,,,,,,
S28.236_E143.486,-28.236250000000005,143.48625,,,medium,,,,,,
S28.236_E143.536,-28.236250000000005,143.53625000000002,,,medium,,,,,,
S28.236_E143.586,-28.236250000000005,143.58625000000004,,,medium,,,,,,
S28.236_E143.636,-28.236250000000005,143.63625000000002,,,medium,,,,,,
S28.236_E143.686,-28.236250000000005,143.68625000000003,,,medium,,,,,,
S28.236_E143.736,-28.236250000000005,143.73625,,,medium,,,,,,
S28.236_E143.786,-28.236250000000005,143.78625000000002,,,medium,,,,,,
S28.236_E143.836,-28.236250000000005,143.83625000000004,,,medium,,,,,,
S28.236_E143.886,-28.236250000000005,143.88625000000002,,,medium,,,,,,
S28.236_E143.936,-28.236250000000005,143.93625000000003,,,medium,,,,,,
S28.236_E143.986,-28.236250000000005,143.98625,,,medium,,,,,,
S28.236_E144.036,-28.236250000000005,144.03625000000002,,,medium,,,,,,
S28.236_E144.086,-28.236250000000005,144.08625000000004,,,medium,,,,,,
S28.236_E144.136,-28.236250000000005,144.13625000000002,,,medium,,,,,,
S28.236_E144.186,-28.236250000000005,144.18625000000003,,,medium,,,,,,
S28.236_E144.236,-28.236250000000005,144.23625,,,medium,,,,,,
S28.236_E144.286,-28.236250000000005,144.28625000000002,,,medium,,,,,,
S28.236_E144.336,-28.236250000000005,144.33625000000004,,,medium,,,,,,
S28.236_E144.386,-28.236250000000005,144.38625000000002,,,medium,,,,,,
S28.236_E144.436,-28.236250000000005,144.43625000000003,,,medium,,,,,,
S28.236_E144.486,-28.236250000000005,144.48625,,,medium,,,,,,
S28.236_E144.536,-28.236250000000005,144.53625000000002,,,medium,,,,,,
S28.236_E144.586,-28.236250000000005,144.58625000000004,,,medium,,,,,,
S28.236_E144.636,-28.236250000000005,144.63625000000002,,,medium,,,,,,
S28.236_E144.686,-28.236250000000005,144.68625000000003,,,medium,,,,,,
S28.236_E144.736,-28.236250000000005,144.73625,,,medium,,,,,,
S28.236_E144.786,-28.236250000000005,144.78625000000002,,,medium,,,,,,
S28.236_E144.836,-28.236250000000005,144.83625000000004,,,medium,,,,,,
S28.236_E144.886,-28.236250000000005,144.88625000000002,,,medium,,,,,,
S28.236_E144.936,-28.236250000000005,144.93625000000003,,,medium,,,,,,
S28.236_E144.986,-28.236250000000005,144.98625,,,medium,,,,,,
S28.236_E145.036,-28.236250000000005,145.03625000000002,,,medium,,,,,,
S28.236_E145.086,-28.236250000000005,145.08625000000004,,,medium,,,,,,
S28.236_E145.136,-28.236250000000005,145.13625000000002,,,medium,,,,,,
S28.236_E145.186,-28.236250000000005,145.18625000000003,,,medium,,,,,,
S28.236_E145.236,-28.236250000000005,145.23625,,,medium,,,,,,
S28.236_E145.286,-28.236250000000005,145.28625000000002,,,medium,,,,,,
S28.236_E145.336,-28.236250000000005,145.33625000000004,,,medium,,,,,,
S28.236_E145.386,-28.236250000000005,145.38625000000002,,,medium,,,,,,
S28.236_E145.436,-28.236250000000005,145.43625000000003,,,medium,,,,,,
S28.236_E145.486,-28.236250000000005,145.48625,,,medium,,,,,,
S28.236_E145.536,-28.236250000000005,145.53625000000002,,,medium,,,,,,
S28.236_E145.586,-28.236250000000005,145.58625000000004,,,medium,,,,,,
S28.236_E145.636,-28.236250000000005,145.63625000000002,,,medium,,,,,,
S28.236_E145.686,-28.236250000000005,145.68625000000003,,,medium,,,,,,
S28.236_E145.736,-28.236250000000005,145.73625,,,medium,,,,,,
S28.236_E145.786,-28.236250000000005,145.78625000000002,,,medium,,,,,,
S28.236_E145.836,-28.236250000000005,145.83625000000004,,,medium,,,,,,
S28.236_E145.886,-28.236250000000005,145.88625000000002,,,medium,,,,,,
S28.236_E145.936,-28.236250000000005,145.93625000000003,,,medium,,,,,,
S28.236_E145.986,-28.236250000000005,145.98625,,,medium,,,,,,
S28.236_E146.036,-28.236250000000005,146.03625000000002,,,medium,,,,,,
S28.236_E146.086,-28.236250000000005,146.08625000000004,,,medium,,,,,,
S28.236_E146.136,-28.236250000000005,146.13625000000002,,,medium,,,,,,
S28.236_E146.186,-28.236250000000005,146.18625000000003,,,medium,,,,,,
S28.236_E146.236,-28.236250000000005,146.23625,,,medium,,,,,,
S28.236_E146.286,-28.236250000000005,146.28625000000002,,,medium,,,,,,
S28.236_E146.336,-28.236250000000005,146.33625000000004,,,medium,,,,,,
S28.236_E146.386,-28.236250000000005,146.38625000000002,,,medium,,,,,,
S28.236_E146.436,-28.236250000000005,146.43625000000003,,,medium,,,,,,
S28.236_E146.486,-28.236250000000005,146.48625,,,medium,,,,,,
S28.236_E146.536,-28.236250000000005,146.53625000000002,,,medium,,,,,,
S28.236_E146.586,-28.236250000000005,146.58625000000004,,,medium,,,,,,
S28.236_E146.636,-28.236250000000005,146.63625000000002,,,medium,,,,,,
S28.236_E146.686,-28.236250000000005,146.68625000000003,,,medium,,,,,,
S28.236_E146.736,-28.236250000000005,146.73625,,,medium,,,,,,
S28.236_E146.786,-28.236250000000005,146.78625000000002,,,medium,,,,,,
S28.236_E146.836,-28.236250000000005,146.83625000000004,,,medium,,,,,,
S28.236_E146.886,-28.236250000000005,146.88625000000002,,,medium,,,,,,
S28.236_E146.936,-28.236250000000005,146.93625000000003,,,medium,,,,,,
S28.236_E146.986,-28.236250000000005,146.98625,,,medium,,,,,,
S28.236_E147.036,-28.236250000000005,147.03625000000002,,,medium,,,,,,
S28.236_E147.086,-28.236250000000005,147.08625000000004,,,medium,,,,,,
S28.236_E147.136,-28.236250000000005,147.13625000000002,,,medium,,,,,,
S28.236_E147.186,-28.236250000000005,147.18625000000003,,,medium,,,,,,
S28.236_E147.236,-28.236250000000005,147.23625,,,medium,,,,,,
S28.236_E147.286,-28.236250000000005,147.28625000000002,,,medium,,,,,,
S28.236_E147.336,-28.236250000000005,147.33625000000004,,,medium,,,,,,
S28.236_E147.386,-28.236250000000005,147.38625000000002,,,medium,,,,,,
S28.236_E147.436,-28.236250000000005,147.43625000000003,,,medium,,,,,,
S28.236_E147.486,-28.236250000000005,147.48625,,,medium,,,,,,
S28.236_E147.536,-28.236250000000005,147.53625000000002,,,medium,,,,,,
